,File name,Addressee,Start sample,End sample,features
89543,130605165256965190.WAV,-221,77193,631632,"[-484.3294, -44.441372, -48.04623, 28.821716, 13.650309, -1.0786027, 10.142378, 5.564277, -0.39955407, 1.5217118, 4.000103, 0.99156237, 2.784281, 3.141301, 2.9340801, 1.8818531, 0.5422658, -0.30957013, 3.5724013, 2.5423813, -0.1828025, 1.3840569, -0.08102406, -0.06971638, 1.8768159, 1.9901258, -0.53936446, 0.42370966, 1.5995361, 0.1268913, -1.2006841, -0.21001673, -0.90670985, -0.4882643, 0.5273106, 1.2428676, -0.26043108, -1.0678025, -1.2327253, 1.0718099, 1.4359622, -0.73705053, -0.7832636, -0.22071949, -0.53497773, -0.4756202, -0.75201017, -0.8642844, -0.34067163, -0.66616684, -1.1512567, -0.70301, -0.2115385, -0.49275717, -0.866693, -0.38611358, -0.20856865, -0.23340058, -0.18338826, 0.2919889, 0.19436653, 0.42631376, -0.01729233, -0.0918127]"
89544,130605165259400191.WAV,221,1,320336,"[-545.6185, -23.269373, -0.35790685, 3.5711842, 6.5037017, -2.3401804, 12.481637, 8.887214, -1.4645044, -0.73184454, 3.2361991, 2.1073363, 3.0132797, 2.3987968, 1.081548, 1.9821968, 0.6550596, 0.37122256, 2.5148666, 0.90123945, 0.12502065, 2.9948378, 0.8980799, -1.8443042, 0.60213023, 1.42619, -1.0490017, 1.4096398, 2.6785717, -0.59370863, -2.1467574, -0.2820201, -0.026651017, 0.49056393, 1.117727, 0.5674271, -1.3645579, -1.340751, -0.26759914, 1.1953956, 1.0150547, -0.19915904, -0.8252829, -0.63480645, -0.2765228, 0.23116256, -0.54480153, -1.2209921, -0.71602166, -0.08996473, -1.0506297, -1.0601479, 0.030112654, -0.26149908, -1.0306276, -0.04070583, 0.22384103, -0.4589284, -0.1654598, 0.51729625, 0.37200293, 0.021558573, 0.10792265, 0.09746322]"
89545,130605165456742780.WAV,208,1,336720,"[-519.3301, -22.443027, 2.8258877, 10.3122835, 7.973814, -5.949373, 9.479574, 10.546618, -0.12702246, 1.9285158, 7.63031, 2.773826, -0.024644196, 1.1106595, 2.6219282, 2.744074, 1.2584611, 0.44923034, 0.83710355, 1.9518206, 3.0598552, 3.733171, 0.541505, -1.8736583, 0.062117245, 2.951189, 0.8313579, -0.30552417, -0.3341447, -0.6715661, -0.104082875, 1.2368077, 0.16508366, 0.17831716, -0.22670011, -0.2623092, 0.23287, -0.72327614, -1.5724176, 0.6420711, 1.1030103, -0.2836278, -0.77012426, 0.5418161, -0.50108933, -1.2178261, -0.35903612, -0.75369966, -1.3574106, -0.82826513, -0.16365804, -0.8204189, -1.546802, -0.23708823, -0.3947417, -0.6442412, -0.014232943, 0.24494688, 0.13435622, -0.09720764, -0.2586664, -0.06652026, 0.31008258, -0.37546214]"
89546,130605165554667781.WAV,-208,1,475984,"[-492.30457, -31.180658, -20.454613, 18.926527, 11.33549, -6.18054, 8.513108, 9.829209, -0.78193265, 0.0910637, 5.81586, 3.6047726, 1.7420386, 0.8512963, 2.6261137, 2.1176634, 1.2488283, -0.42502412, 0.5833412, 3.288575, 2.8228862, 3.1775281, 0.81237555, -1.4396416, 0.06220101, 2.5890048, 0.9129909, 0.68746156, -0.23969428, -1.1463588, -0.6227265, 1.1382612, 0.38955438, -0.19188184, -0.6499025, 0.16722092, 0.5895651, -0.95003825, -1.4338236, 1.1484609, 1.2697016, -0.61503464, -1.0199695, 0.75061494, -0.33722824, -1.4521235, -0.24723457, -0.9181512, -1.3654777, -0.7521399, -0.40073562, -0.5966836, -1.6885307, -0.36291182, -0.3649162, -1.0024095, 0.32935622, 0.25065315, -0.19593942, 0.15897927, -0.11771814, -0.019023431, 0.42883694, -0.17105524]"
89547,130605165612818783.WAV,208,1,148465,"[-517.8719, -23.328192, 0.680579, 11.944317, 9.330413, -7.248286, 8.701116, 11.165024, -0.5036384, 1.1100967, 6.826896, 2.4862516, 0.24739282, 0.9550836, 2.7533193, 2.474634, 1.4985957, 0.91690695, 0.8289174, 2.2241132, 2.576816, 2.8158665, 0.32679102, -1.306475, 0.7432235, 3.2558675, 1.1914579, -0.31432655, -0.19452798, -0.53727025, -0.09628951, 1.590895, 0.6847235, 0.030198354, -0.51804537, -0.21675633, 0.6422509, -0.85192454, -1.7182049, 0.7306954, 1.1028935, -0.43742326, -1.1152859, 0.79884714, -0.33558482, -1.7471877, -0.6098905, -0.5181649, -1.339679, -0.79944277, -0.6871964, -1.0745268, -1.6116602, -0.12142347, -0.6934121, -1.0266522, 0.17985019, 0.13675497, -0.14058904, -0.09129904, 0.010160959, -0.03327629, 0.23305827, -0.10915307]"
89548,130605165733415785.WAV,-208,1,672592,"[-489.29352, -32.824875, -25.29391, 18.988897, 12.9189005, -6.3462443, 6.058193, 7.3657303, 0.11463041, 2.819302, 4.848194, 0.7398302, 0.76439464, 0.3466871, 2.1315935, 1.9664583, 0.7750283, -0.3181268, 0.18557453, 2.053234, 2.414708, 2.9473705, 0.5272405, -1.6812824, -0.18768048, 2.0206401, 0.9169978, 0.56870246, -0.985709, -1.1355116, 0.08413756, 1.3868967, 0.5267845, -0.6588095, -0.8580429, 0.8313472, 0.9159895, -1.5542039, -1.9808712, 1.3241978, 1.5659555, -0.42859945, -1.1451705, 0.7081908, 0.0004635554, -1.1394327, -0.2520964, -0.7653333, -0.8660967, -0.46063057, -0.44737986, -0.49623287, -1.5333755, -0.13352647, -0.06810268, -0.9568798, 0.24388014, 0.3768026, -0.1443496, 0.29128763, -0.06483665, -0.18730366, 0.4760857, -0.17421304]"
89549,130605165827099786.WAV,-208,1,328528,"[-525.0687, -22.543379, 4.590709, 8.924559, 7.808466, -7.3251376, 8.124419, 9.460465, -0.8638574, 1.0684512, 7.0379977, 1.8524541, -0.77155405, 0.76273626, 1.7749583, 1.4688945, -0.12096759, 0.044871856, 1.5702169, 2.4348464, 2.601806, 3.0666413, 0.19930705, -2.0365376, 0.27645785, 2.8529239, 0.48177022, -0.49767363, 0.09623698, -0.5341814, -0.3215784, 1.2845188, 0.122373275, -0.24025424, -0.27364495, 0.118946455, 0.60199594, -0.92604244, -1.7206925, 0.70218456, 1.2570996, -0.066413656, -0.6879343, 0.799453, -0.32118568, -1.2896904, -0.3256538, -0.54898363, -1.4711393, -0.80560815, -0.22223319, -1.0149494, -1.4941897, -0.2026736, -0.45861506, -0.5413421, 0.19947888, 0.3018309, 0.26200756, 0.12417519, -0.061850563, -0.14213352, 0.31547225, -0.108497314]"
89550,130605170429937789.WAV,-220,1,328528,"[-524.7183, -22.99802, 3.6587322, 9.112187, 7.7993193, -7.5949364, 8.962264, 9.532576, -1.4633973, 1.4661686, 6.885345, 1.6337651, -1.2414154, 0.37568334, 1.3339309, 1.4587103, 0.07726768, -0.5937752, 0.79562104, 2.2064543, 2.7508762, 2.984539, 0.039238706, -2.4677093, 0.2365088, 3.7095351, 0.9160121, -1.0584104, -0.24230467, -0.39589146, -0.15253165, 1.1436312, 0.26132777, 0.31739774, -0.34417978, -0.4144176, 0.20297077, -0.9059322, -1.5752558, 0.80437165, 1.2370644, -0.15622883, -0.77472115, 0.77233124, -0.15148465, -1.0480164, 0.029295122, -0.5543183, -1.5143625, -0.5308384, 0.03544243, -0.9116923, -1.4715694, -0.21041682, -0.4423503, -0.45917717, 0.14925481, 0.26486805, 0.286215, -0.016305208, -0.08326377, 0.014537003, 0.3480554, -0.21572144]"
89551,130605171503542193.WAV,-221,1,467792,"[-505.11765, -35.318455, -28.192005, 17.205643, 7.645885, -2.3396797, 11.772423, 6.4648004, -2.3777716, 0.8069799, 2.0629368, 1.1028749, 3.0753129, 1.65181, 1.6174047, 1.6966101, 0.64265573, -0.68867296, 1.686065, 1.3296213, 0.6168896, 2.088746, 0.33310014, -0.6064623, -0.4615548, 0.93092966, -0.23775575, 1.0421672, 1.5868293, -0.41357893, -2.2403142, -0.73044086, 0.05577565, 0.7029557, 0.615353, 0.22471793, -0.8803872, -0.10032113, -0.46756735, 0.44627115, 1.3370869, 0.34839568, -0.6664421, -0.6583745, -0.2576551, 0.30012578, -0.37266383, -1.2174791, -0.26172906, -0.2798653, -1.0335054, -0.24811748, 0.12723456, -0.3812748, -0.86189336, -0.10865293, 0.13635123, -0.35246733, -0.18718427, 0.47221687, 0.06330111, -0.12592037, 0.036783274, 0.09129098]"
89552,130605171507794194.WAV,221,1,377680,"[-509.565, -31.396107, -27.814877, 13.901334, 10.674554, -4.722037, 10.092414, 7.5463595, -1.1636161, 1.394822, 0.6689591, 0.1373188, 3.0079405, 1.6293938, 1.1232077, 2.0604095, 1.7518868, -1.0654217, 1.0014013, 1.3393499, 0.76152056, 1.7224733, 0.09946797, -0.63126147, -0.43943426, 0.93834406, -0.24269398, 1.3387818, 1.3945436, -0.8800785, -2.065901, -0.04422584, 0.29093698, 0.064354375, 0.064451225, 0.33328, -0.07973491, -0.12287534, -0.72155505, 0.589896, 1.4884303, 0.3159106, -0.5747922, -0.46364138, -0.26092127, 0.16279371, -0.42998978, -0.97199744, -0.44198775, -0.3482272, -0.84843236, -0.19067858, 0.0060480786, -0.60664225, -0.73768985, 0.07212488, 0.113153666, -0.41251594, -0.28583983, 0.56106275, 0.35203627, -0.33140993, -0.10452521, 0.21282488]"
89553,130605171509439195.WAV,221,1,713552,"[-491.03458, -39.37265, -44.545094, 22.32888, 10.847827, -7.29164, 12.581372, 11.858148, -0.60505164, -0.21360794, 0.81664985, 1.1812948, 2.6952806, -0.5781487, 3.1748123, 3.8296595, 1.9206972, -1.9601165, 0.44024482, 2.4147303, 1.3892267, 2.0133193, -0.50499755, -0.0319868, -0.2092188, 0.46263975, -0.100091964, 1.4773625, 2.313213, -0.52380663, -1.9424324, -0.5283369, 0.13020042, 0.13011084, -0.35341638, 0.6954322, 0.15559016, -0.3306254, -1.2890388, -0.08620646, 1.7252525, 0.46758237, -1.1143817, -0.7019694, -0.19194987, 0.014914227, -0.5310835, -1.027202, -0.3378255, -0.5058303, -1.2910892, -0.32721254, 0.14876208, -0.53886503, -1.0935416, -0.101472564, 0.08401749, -0.19689068, 0.09359617, 0.19761652, 0.27771202, 0.080565035, 0.27059266, 0.23649116]"
89554,130605171615361196.WAV,-221,1,426832,"[-519.2555, -28.420345, -25.110338, 8.683927, 10.193256, -5.485218, 11.961113, 8.404061, -1.7768154, 0.7467011, 1.1693622, -1.957148, 0.8959639, 2.6218352, 2.6218183, 1.1174545, 0.10859294, 0.017506834, 0.40981138, -0.9391751, 0.34771365, 4.0421715, 1.156343, -2.2357528, -1.5169419, 0.85910684, 0.43500304, 1.4163569, 1.4545568, -0.766714, -1.7428672, -0.43239114, -0.61983204, -0.095498815, 1.1453981, 1.0646275, -0.8271717, -0.85463285, -0.3144353, 0.8437162, 1.2608688, 0.19112052, -0.4979728, -0.33936432, -0.24554189, 0.13761586, -0.5244197, -1.0387738, -0.23869173, -0.15421729, -1.18137, -0.5049569, 0.28342056, -0.45567697, -1.033866, 0.06945068, 0.15817341, -0.39276198, -0.08698043, 0.88231075, 0.39288148, -0.15111455, 0.2883964, 0.029836714]"
89555,130605171737844198.WAV,-221,1,96655,"[-519.809, -29.451065, -23.051476, 13.672703, 13.199236, -2.526308, 12.266304, 7.005967, -1.3447735, 1.4890387, 3.8836422, 0.9200403, 2.9878962, 2.3252497, 0.8978396, 2.175088, 1.1515726, 0.9962764, 1.8758969, 0.37178198, 0.80546635, 2.8597486, 0.216204, -1.3748968, 0.4266016, 1.5215081, -0.28567883, 1.2533395, 2.236373, 0.41825062, -1.0835965, -0.5052754, -0.71627504, -0.36563137, 0.8175955, 0.9791948, -0.92837226, -1.3239274, -0.86586475, 0.8919831, 1.2981198, 0.081328146, -0.5922617, -0.40893134, -0.23975459, 0.10921638, -0.7926205, -1.1345211, -0.7719975, -0.8330902, -1.3518473, -0.669385, 0.06988674, -0.33375263, -1.0324956, -0.15695924, 0.12758473, -0.37051392, 0.02845859, 0.2149977, 0.19311947, 0.12764423, -0.07457482, -0.17401218]"
89556,130605171737844198.WAV,221,96656,541520,"[-502.18127, -35.54145, -37.385895, 20.039219, 14.922261, -5.3402114, 10.701903, 7.865877, 0.03813786, 1.6583349, 1.5692929, -0.2591061, 3.2135646, 2.4989724, 0.05253273, 2.2754097, 2.718423, 0.67336977, 1.7746195, 0.75722224, 0.7514479, 2.4551768, 0.6284806, -0.38925007, 0.16177507, 0.4228024, -0.033152837, 1.5863893, 1.3468052, -0.19497411, -1.5709395, -0.39847472, -0.3708359, -0.020276543, 0.34120885, 0.8462643, -0.28120896, -1.0147461, -1.0683261, 0.80649954, 1.199512, -0.064716935, -0.7141492, -0.3660966, -0.39968777, -0.37050727, -0.27844027, -0.817051, -0.8110058, -0.76638335, -1.1710054, -0.669445, 0.19526553, -0.29783127, -1.0681055, -0.23422427, -0.034408838, -0.1169831, 0.24103355, 0.3584612, 0.08165214, 0.14870021, 0.1335809, 0.32136324]"
89557,130605171804889200.WAV,221,1,353104,"[-522.6802, -27.805746, -25.219763, 8.335271, 14.769118, -4.8091154, 9.896986, 7.290124, -1.9010645, 0.36739793, 1.7084013, -0.5638328, 2.3463292, 2.338348, 0.4274061, 0.7530496, 0.7551027, 0.5267473, 0.8686183, 0.090810746, 0.504519, 1.964609, -0.7825116, -1.6033698, 0.5567885, 1.1150259, 0.010072719, 1.3378164, 1.2547837, -0.6078432, -1.8554277, -0.558958, -0.14634024, 0.04526907, 0.3696342, 0.7509879, -0.46045363, -1.156349, -0.72802985, 1.2197076, 1.3893842, 0.07861426, -0.47949263, -0.22198442, -0.29066783, -0.088026874, -0.36867657, -0.7246866, -0.5409434, -0.48137704, -1.0079123, -0.21298103, 0.08540426, -0.8343131, -0.8135349, 0.28316206, 0.06875111, -0.28174612, 0.29287258, 0.55255187, 0.1875757, 0.17709798, 0.29273954, 0.21776132]"
89558,130605172515212201.WAV,-210,1,459600,"[-540.736, -27.244143, -5.2441034, 5.042559, 5.5564346, -2.7391071, 11.610587, 7.806259, -2.7690017, -0.6036354, 2.9690406, 1.4339267, 2.117502, 1.0051123, 0.5526343, 1.7073684, 0.59386, -0.35288233, 2.0297737, 0.45347714, -0.08555995, 2.5116622, 0.26351357, -1.8006158, -0.12064456, 1.3582978, -1.1921551, 1.0982333, 2.2299724, -0.8989901, -2.551318, -0.73704135, 0.14380914, 0.22271766, 0.9770765, 0.5263388, -1.0133325, -1.1284378, -0.29424876, 1.0494981, 1.0036231, 0.31083703, -0.75150293, -0.46690306, -0.21760593, 0.24738304, -0.2261202, -1.0555073, -0.47017196, -0.24496189, -0.8478349, -0.7205955, 0.12388195, -0.22090115, -0.86959326, 0.0070626284, 0.29256195, -0.18416402, 0.0761533, 0.8467128, 0.48004213, 0.13540703, 0.19761631, 0.13341689]"
89559,130605173943439791.WAV,208,1,598864,"[-512.9937, -25.726933, -5.6091113, 12.425933, 9.81878, -7.0373783, 8.278096, 9.03328, -1.4936343, 1.4190747, 6.5775766, 1.5967648, -0.54708856, 0.8256225, 2.0876958, 1.7651778, 0.96087384, -0.27429315, -0.0641752, 2.208654, 3.059076, 2.8935037, 0.2534271, -1.8048438, -0.16663672, 2.7482972, 0.9796491, -0.490214, -0.39951912, -0.14687154, -0.038260873, 0.80356246, -0.011549925, 0.17276807, 0.037041076, -0.12847832, 0.15954344, -0.93114233, -1.2972652, 0.8678106, 1.1699878, -0.070762604, -0.64791137, 0.7673463, -0.21180384, -1.2239159, -0.30556956, -0.692178, -1.3524977, -0.6661447, -0.12700132, -0.8037412, -1.6786584, -0.20463476, -0.18951048, -0.54562545, 0.11068329, 0.17794104, 0.21104196, 0.17471676, -0.16168393, -0.24986562, 0.4648509, -0.017599057]"
89560,130605174015698792.WAV,220,1,394064,"[-507.9431, -26.728384, -7.0686183, 14.134324, 9.262596, -6.4160733, 8.616987, 10.434013, -0.32518572, 2.3778434, 7.3645177, 2.4608579, 0.4250717, 1.3484879, 3.3969512, 2.5201797, 1.3746194, 0.3555275, 0.36954585, 2.3604999, 3.2190027, 3.4985206, 0.53534317, -1.4836512, 0.3210974, 3.034388, 0.9718717, -0.14822069, -0.328646, -0.6357631, 0.108690426, 1.4897604, 0.029695803, -0.20183718, -0.30724335, 0.014474993, 0.5037412, -0.8557463, -1.8219879, 0.5591803, 1.3772466, -0.34574637, -1.147474, 0.5621843, -0.16854703, -1.6621099, -0.49683088, -0.76424325, -1.3829216, -0.4529353, -0.34971857, -1.0261604, -1.5436727, -0.16663608, -0.5116988, -0.86187524, 0.12784576, 0.016069708, -0.03115979, 0.13692407, -0.32117775, -0.32601708, 0.27179378, -0.23232737]"
89561,130605174200715793.WAV,220,1,328528,"[-525.65234, -21.914248, 6.3392496, 9.603665, 8.008678, -6.68839, 8.651213, 9.857189, -0.29922363, 2.4043744, 8.368689, 2.225276, -0.71569246, 1.2690893, 2.5930023, 2.289669, 0.6450067, 0.936878, 2.0384243, 2.051673, 2.6009548, 3.9210498, 0.92259353, -1.5964947, 0.52045304, 3.3161678, 1.0694014, -0.1300183, -0.06333043, -0.41453025, 0.058433924, 1.2510121, -0.000994002, 0.077830076, -0.19530062, -0.20079868, 0.4603202, -0.67473805, -1.5488681, 0.5803409, 0.89854836, -0.3834346, -0.9314526, 0.65766644, -0.5250729, -1.6277409, -0.40511528, -0.6284853, -1.6388294, -0.8714822, -0.15860803, -1.119662, -1.6859584, -0.536101, -0.706286, -0.6932992, -0.08765354, 0.00027209724, 0.08206569, -0.07644629, -0.22404031, -0.13476183, 0.31188443, -0.14917536]"
89562,130605180444344794.WAV,-231,1,336720,"[-515.2799, -22.361399, 0.4645922, 12.065969, 8.523908, -6.7443156, 9.242109, 10.277332, -0.8442104, 2.4124396, 7.7613626, 2.099746, 0.08004081, 1.6966776, 3.2328806, 2.9907515, 1.5464563, 0.657352, 0.52085495, 1.5149441, 2.7984781, 3.427074, 0.6604711, -1.5724094, 0.40967408, 3.2836633, 0.791061, -0.3217511, 0.106980875, -0.38866994, -0.047195986, 1.1531645, 0.087794736, -0.03484571, -0.21210055, 0.0747182, 0.13314418, -1.0172268, -1.3309995, 0.7916023, 1.131934, -0.24695404, -1.0493151, 0.22723763, -0.26624194, -1.2298114, -0.6629966, -0.8414028, -1.2981304, -0.53674185, -0.27255207, -0.81494004, -1.5051743, -0.23355728, -0.56291556, -0.7316491, 0.006238798, 0.043158107, -0.09694613, -0.254043, -0.39200136, -0.34528998, 0.2779797, -0.08624772]"
89563,130605181107907796.WAV,-231,1,631632,"[-470.9547, -34.099712, -34.545532, 24.115599, 11.812618, -7.0409174, 9.526072, 10.301974, -0.122801445, 2.170595, 5.163452, 2.8202293, 1.2806882, -0.13158487, 2.6189167, 4.023989, 3.9805775, 0.14058067, -0.9256238, 0.7326799, 3.3069987, 4.813839, 1.5575877, -1.3523505, -1.1808603, 2.5024946, 1.3229303, 0.41181672, 0.15373705, -0.3197774, -0.383173, 0.8053929, -0.24940622, -0.54442596, 0.00046775097, 1.0382559, 0.5808255, -0.9989252, -1.8363714, 0.60669893, 1.6191204, -0.27602836, -1.6437339, 0.28803256, 0.0016736073, -1.3183429, -0.42660058, -1.2405776, -1.0965841, -0.3972732, -0.82578164, -0.722088, -1.2983323, -0.14754952, -0.7161425, -1.1715462, 0.12412371, -0.123888, -0.16486259, 0.21973193, -0.38554958, -0.28704813, 0.37779287, -0.13439828]"
89564,130605181114355797.WAV,231,1,328528,"[-520.8195, -22.748716, 2.9576156, 11.509147, 9.21712, -6.796681, 9.09424, 10.51941, 0.11654012, 2.8147314, 8.0590315, 2.6475317, 0.37241623, 1.4037086, 2.5450847, 2.47681, 1.1017616, 0.8742511, 1.2008792, 1.5968536, 2.534454, 4.0634274, 1.5068696, -1.4872813, 0.088876456, 3.1913774, 1.0149504, 0.0071433117, 0.026133083, -0.4717632, 0.19042198, 1.6393682, 0.19215961, 0.025022287, -0.32775444, -0.17139485, 0.43863356, -0.8192266, -1.6905879, 0.41448793, 0.89628565, -0.38780886, -0.8433822, 0.619563, -0.5179882, -1.4952757, -0.5532495, -0.8357435, -1.3953446, -0.7102492, -0.30878934, -1.1304108, -1.7803962, -0.4640311, -0.61956066, -0.82514757, 0.012402707, 0.12283235, -0.0340119, -0.12656198, -0.21376282, -0.23552659, 0.25579417, -0.10504786]"
89565,130605181129932799.WAV,231,1,402256,"[-513.07245, -23.423182, -5.5156155, 12.602208, 11.667535, -8.015679, 9.196994, 10.526814, -0.12929101, 2.4152982, 6.231334, 1.8081552, 0.7521021, 0.8822102, 1.3568355, 3.2862203, 2.5729003, 0.20820156, 0.612348, 1.91548, 2.4407668, 3.8937428, 1.1978986, -2.1046321, -0.38851997, 2.8398855, 0.9228983, -0.13786584, -0.1039782, -0.40898123, 0.13072295, 0.95760447, -0.1933261, 0.20839007, 0.08892848, 0.26337257, 0.32692587, -1.0489924, -1.6925753, 0.7672845, 1.5185369, -0.32497478, -1.0852333, 0.56135875, -0.08049051, -1.0310035, -0.9491954, -1.0144266, -1.0199327, -0.6872964, -0.85737103, -1.1661161, -1.3829316, -0.05963654, -0.6137687, -0.9126502, 0.21945971, 0.22020578, 0.08111245, 0.359306, -0.060126692, -0.45420566, 0.3885603, 0.08299697]"
89566,130605181158297801.WAV,-231,1,566096,"[-515.3854, -24.823355, -1.1043748, 13.419929, 8.176254, -6.4506264, 9.541927, 9.794506, 0.47354716, 2.4105294, 7.1903195, 2.2045615, 0.10994134, 1.5946648, 2.6092346, 2.674983, 0.6981793, -0.2193858, 1.2631611, 2.6526423, 3.0416722, 3.3904824, 0.3383379, -1.5946945, 0.60359156, 3.0235677, 0.9501205, -0.034476813, -0.02428808, -0.5638972, 0.02626566, 1.4270792, 0.31853047, -0.037823386, -0.26381853, 0.08368544, 0.47557086, -0.8539063, -1.6462036, 0.67087084, 0.8862019, -0.43870842, -0.90793425, 0.4808603, -0.4283171, -1.3629872, -0.3881587, -0.72353834, -1.3400897, -0.6901363, -0.34453323, -0.93903923, -1.550525, -0.43450713, -0.60815847, -0.8616796, -0.021914197, 0.07091535, -0.17270477, -0.072813205, -0.23163095, -0.18613853, 0.34295252, -0.22575568]"
89567,130605181200598802.WAV,-211,1,459600,"[-514.3683, -24.408804, -2.7355788, 12.374123, 8.650185, -7.11749, 8.942928, 10.387695, 0.70039046, 2.2837572, 6.7513013, 1.6896471, -0.14678061, 1.3126273, 2.6918604, 3.1935525, 0.826246, -0.48053592, 0.5128516, 2.0036778, 3.095511, 3.80997, 0.52641326, -1.9398549, 0.40409482, 2.9645302, 0.73868567, 0.006563879, 0.25823286, -0.48667067, -0.2667506, 1.2906255, 0.34392324, -0.282118, -0.32228696, 0.008974003, 0.4753742, -0.8306735, -1.6962099, 0.63203835, 0.9458948, -0.29611284, -0.875999, 0.7052591, -0.24225189, -1.4303176, -0.41438603, -0.73884416, -1.346254, -0.63079184, -0.30653214, -0.78916603, -1.546216, -0.31494522, -0.43851182, -0.7077216, 0.07156204, 0.09439689, -0.042197466, -0.09774337, -0.28417963, -0.1607765, 0.3682914, -0.288615]"
89568,130605181203993803.WAV,231,1,344912,"[-512.4388, -25.043009, -3.4599197, 13.383985, 8.039546, -7.546282, 9.200406, 10.018147, 0.5523114, 3.1278744, 6.509724, 1.2741044, 0.11921081, 1.6643189, 3.14041, 3.6421108, 1.4775938, -0.6453597, 0.87870175, 2.5785635, 3.3005261, 3.8529289, 0.050190322, -1.9694929, 0.7336205, 3.2819755, 0.49541166, -0.37855175, 0.36369413, -0.29001817, -0.51614046, 0.9720421, 0.43757606, 0.118996345, -0.6647532, -0.27228907, 0.8248795, -0.5937596, -1.6139834, 0.42613143, 0.7932024, -0.2566125, -0.9443106, 0.33456185, -0.14017554, -1.1661304, -0.71366984, -0.76091576, -1.1009349, -0.8705573, -0.4887097, -0.6216256, -1.3650813, -0.30584946, -0.5042155, -0.7685595, 0.061419953, -0.01974042, -0.2037817, -0.051548127, -0.3025956, -0.2368505, 0.41185156, -0.325427]"
89569,130605181212249806.WAV,-211,1,336720,"[-517.83136, -25.978067, 0.5692866, 13.61759, 5.915911, -7.314984, 10.379343, 9.390419, -0.51673317, 2.9759562, 7.9979706, 2.9194918, 0.30655086, 0.5445785, 2.179623, 2.950348, 1.3097454, 0.58603024, 1.3955858, 2.0635011, 2.8018706, 3.5888717, 0.12705298, -2.086341, 0.46886262, 3.4191272, 0.8947268, -0.6385131, -0.31415063, -0.6135721, -0.20584956, 1.1300539, 0.261144, -0.040060036, -0.27731344, -0.02519063, 0.28193846, -0.98666096, -1.6442587, 0.84427017, 0.99414045, -0.24586, -0.8562008, 0.36915275, -0.4170263, -1.1036885, -0.33777252, -0.8496973, -1.2847501, -0.6112426, -0.48916903, -0.8355518, -1.5270334, -0.2572878, -0.3709407, -0.66429985, 0.07088179, 0.16266231, 0.14679652, 0.12015749, -0.18483643, -0.14720654, 0.4657992, -0.18528536]"
89570,130605181241955810.WAV,-231,1,328528,"[-520.3595, -22.124832, 1.5905486, 11.334122, 10.215363, -7.807869, 7.8103714, 9.849191, 0.5565932, 2.9773066, 7.2289333, 2.3170903, 0.31383824, 1.4535947, 2.6974816, 3.6405036, 1.7613689, 0.38745758, 0.9414477, 2.132373, 3.2537382, 4.180727, 0.470956, -1.9412065, 0.4430475, 3.0741649, 0.8852202, -0.19475451, -0.27396074, -0.49746743, 0.691701, 1.7994819, -0.06725894, -0.35112184, -0.3284765, -0.14796962, 0.34388128, -1.0000428, -1.9282956, 0.4944712, 0.92195296, -0.34133482, -1.0694395, 0.44549003, -0.13675949, -1.4701446, -0.73958385, -0.6899173, -1.3420296, -0.8657933, -0.48422822, -0.97149944, -1.6039624, -0.22319221, -0.5322043, -0.7061691, 0.20387325, 0.22150317, -0.09868143, -0.20654717, -0.16568628, -0.22654392, 0.27531, -0.19347185]"
89571,130605181243031811.WAV,-231,1,426832,"[-513.75305, -22.436497, -6.6056933, 10.6834135, 12.97323, -8.168903, 7.9138894, 10.341303, 0.23714028, 3.2086875, 8.188879, 2.0674868, -0.84110945, 0.26297447, 1.8289152, 3.482273, 1.7266536, 0.16059919, 0.39474595, 1.5138229, 3.4994526, 4.640342, 0.6027122, -2.4414148, 0.25638506, 3.549412, 1.4751028, -0.21122043, -0.6135708, -0.7556995, 0.33875427, 1.7032394, 0.2808287, -0.23310399, -0.7038433, -0.08659965, 0.49843824, -1.0814753, -1.8956728, 0.24815069, 0.96409357, -0.10835856, -1.0386333, 0.35279626, -0.07178625, -1.048916, -0.73907495, -0.8852223, -1.1486468, -0.54573625, -0.3703027, -1.0800539, -1.6042397, -0.14076678, -0.38747734, -0.79495466, 0.121660724, 0.26360893, 0.040400434, 0.014368995, -0.24752717, -0.21495402, 0.3825235, -0.16045856]"
89572,130605181246662812.WAV,0,1,336720,"[-511.2782, -21.11764, -3.1505287, 11.782937, 9.499976, -8.282926, 7.151131, 8.691274, -0.92324734, 1.3711625, 6.2880964, 1.8195941, 0.09932078, 0.7563022, 1.7015197, 2.095499, 1.5304993, 1.2576952, 1.052027, 0.7523248, 1.0959487, 2.9311633, 1.0447832, -1.1950556, 0.39871576, 2.3397791, 0.36851776, -0.09949571, 0.22400297, -0.5648522, -0.58681464, 0.62694067, 0.17945132, 0.30395, -0.19831695, -0.23958585, 0.5687976, -0.5093254, -1.2969905, 0.939007, 1.1207101, -0.19742654, -0.7082937, 0.5231487, -0.5437417, -1.1293563, 0.012475996, -0.56959987, -1.2734575, -0.54788166, -0.047194935, -0.51612836, -1.257416, -0.1364436, -0.4381201, -0.6624368, 0.14753672, -0.05560417, -0.26843843, -0.12311934, -0.26015186, -0.15401937, 0.39434355, -0.3126716]"
